loan_amount
92350.0
38775.0
31875.0
33075.0
64050.0
45425.0
54325.0
299825.0
408825.0
785500.0
416400.0
578625.0
1323800.0
1039175.0
1240550.0
1182100.0
958725.0
1359450.0
1466700.0
1449625.0
2123925.0
2667600.0
2635475.0
2646525.0
2546875.0
2918650.0
2737375.0
2613025.0
2479125.0
4337625.0
4406150.0
5396675.0
2958425.0
3666600.0
3996825.0
4618675.0
4731625.0
4516175.0
4528850.0
4935650.0
4766175.0
4996900.0
5668000.0
6060650.0
5221025.0
4698125.0
5795550.0
6562550.0
5442125.0
4753750.0
4844550.0
5468075.0
5759625.0
6020150.0
6207325.0
7128250.0
6326475.0
6146375.0
6394250.0
7120900.0
6410225.0
7487250.0
7741075.0
7146500.0
7787600.0
7420950.0
8975550.0
9830550.0
8393750.0
8459950.0
10110200.0
10050300.0
9488075.0
10881075.0
10003350.0
9485725.0
9642750.0
10146700.0
9768800.0
8802650.0
8528775.0
8802775.0
8923450.0
8956750.0
11153325.0
11066575.0
11013025.0
10854325.0
11284850.0
10758000.0
11636875.0
11323850.0
10162225.0
10660675.0
13616450.0
11875875.0
11915425.0
11864525.0
11693450.0
12322475.0
11879550.0
12730625.0
12985850.0
12295325.0
12566050.0
11429675.0
13809250.0
13411850.0
12212150.0
12369650.0
13779375.0
13213325.0
11626575.0
12479150.0
11962300.0
12556975.0
11912275.0
10894600.0
13530950.0
13142075.0
12923475.0
13216475.0
13654925.0
12870600.0
13892625.0
13167125.0
13380050.0
13951400.0
13999700.0
12215675.0
16005175.0
15915175.0
14268025.0
15221975.0
14364025.0
13907100.0
14846675.0
13949650.0
14296125.0
15037625.0
14201500.0
13583150.0
15067525.0
16742900.0
16116100.0
15044275.0
13693675.0
14613550.0
14167850.0
13706100.0
14867325.0
16390675.0
14213425.0
13744675.0
15107975.0
15307700.0
14538875.0
14655250.0
12982300.0
13866500.0
12765100.0
13535000.0
13590575.0
12252500.0
13287300.0
14348700.0
12710200.0
8462350.0
4255150.0
6357300.0
11391850.0
16500600.0
12400475.0
12112900.0
12737275.0
11636250.0
10101200.0
9678275.0
7227500.0
1813375.0
791800.0
